,0,1,2,3,4
65,(8+0j),(-2.3917547128415495+0j),(12.60201383768437+0j),(2.208100879544266+0j),(-10.387147338185683+0j)
66,(5+0j),(2.5687445203407253+0j),(2.1234184487104812+0j),(0.8220357980009598+0j),(-3.719288735298401+0j)
67,(7+0j),(3.5334640735522673+0j),(2.0814001950293926+0j),(1.3057336675950615+0j),(-1.1701292650156525+0j)
68,(6+0j),(-4.334581193796095+0j),(8.29943755995695+0j),(2.1298153835081224+0j),(6.57505813593913+0j)
69,(8+0j),(0.15388140689086818+0j),(10.57074731698442+0j),(4.9053090338521095+0j),(-6.407946398314679+0j)
70,(7+0j),(6.179204816490045+0j),(-5.881961340228004+0j),(6.879412063913374+0j),(-1.320667155917424+0j)
71,(7+0j),(-1.244629689636305+0j),(-19.61555492821921+0j),(8.037102467762987+0j),(-1.2341197111703555+0j)
72,(7+0j),(-6.07112515528337+0j),(-9.492518767928813+0j),(10.995374851468007+0j),(0.37074544876844717+0j)
73,(6+0j),(-1.1405294744721732+0j),(3.3100319676135492+0j),(-2.9639543703665834+0j),(4.490387844855332+0j)
74,(7+0j),(-0.9686667745160168+0j),(-4.546337524851128+0j),(4.6246074641552255+0j),(1.9877183885959664+0j)
75,0j,(-14.691012556873044+0j),(6.508742608019809+0j),(6.4149634723279405+0j),(-2.410380217167051+0j)
76,(3+0j),(-1.5599886495670787+0j),(-14.57263606110201+0j),(-5.637863345670548+0j),(-2.45997472722556+0j)
77,(3+0j),(1.1386125820203978+0j),(8.2436494474291+0j),(0.26515531723248664+0j),(-5.603484979110839+0j)
78,(1+0j),(8.314634686015587+0j),(3.7169486941977365+0j),(-4.108008489307799+0j),(-0.28329130006547665+0j)
79,(6+0j),(-3.0712080462651494+0j),(-2.5403468438515935+0j),(-0.6626562074156888+0j),(8.770880421830475+0j)
80,0j,(-15.593637367457+0j),(-5.166603047631961+0j),(-4.786608590175443+0j),(-0.7928602197286153+0j)
81,(5+0j),(0.7269032859122974+0j),(-3.9515116793345206+0j),(-5.927950373168474+0j),(-0.10608989705610211+0j)
82,0j,(-16.532343888381945+0j),(2.626840469475557+0j),(9.521070522310465+0j),(4.287890518251904+0j)
83,(9+0j),(6.477252312606432+0j),(-0.6426672410090007+0j),(3.72632337604425+0j),(1.363916217361595+0j)
84,0j,(0.5910999481042049+0j),(-1.518559300428306+0j),(-2.2707063604447715+0j),(1.2952855749563204+0j)
85,0j,(5.5379675943708895+0j),(1.9363358893267653+0j),(-0.9979548270057972+0j),(-2.086368231565+0j)
86,(6+0j),(3.4675560778568375+0j),(0.6037155363544938+0j),(-3.0289308495310183+0j),(3.354883437529192+0j)
87,(9+0j),(7.381928482120127+0j),(-1.8266455101305872+0j),(1.7760796840863673+0j),(-1.0607398525030363+0j)
88,(2+0j),(-5.350378869856269+0j),(-3.559745862089371+0j),(-3.778062817331752+0j),(2.736909416381112+0j)
89,(1+0j),(7.234177896202806+0j),(1.2292059749204651+0j),(-1.9691773134762596+0j),(1.3413829117687661+0j)
90,(6+0j),(-2.3709533473980273+0j),(-1.9472406215466704+0j),(-0.8312775540277902+0j),(11.640302571530023+0j)
91,(9+0j),(1.9390511877476937+0j),(-4.816156959797705+0j),(6.509889025215359+0j),(2.4387221206825367+0j)
92,(2+0j),(2.9204058414569722+0j),(0.46374679224716453+0j),(-0.0377458385479159+0j),(4.557566888546259+0j)
93,(1+0j),(7.42570039260186+0j),(1.4066142516490918+0j),(-2.7013220388340584+0j),(0.8246642074550959+0j)
94,(7+0j),(5.58551565424898+0j),(-1.4550730559560228+0j),(3.4953393641368975+0j),(-2.3331571008232785+0j)
95,(7+0j),(0.139674029212423+0j),(-12.387004372816008+0j),(11.628754553166758+0j),(-1.323653055503415+0j)
96,(2+0j),(0.8197907871487045+0j),(-1.4573808510326727+0j),(2.3525205346792992+0j),(7.923937894230258+0j)
97,(7+0j),(3.858420322772019+0j),(-2.6236378038948165+0j),(9.455401252894536+0j),(0.31686469165286435+0j)
98,(5+0j),(2.054454728688114+0j),(-1.4636490128651751+0j),(6.86554065815582+0j),(-7.707761319287983+0j)
99,(4+0j),(5.5710842255720605+0j),(-4.365751546411663+0j),(-2.123517507206288+0j),(0.006104112355031272+0j)
100,(1+0j),(6.412618806918343+0j),(3.99017128900005+0j),(-4.995092235424376+0j),(0.333147213287424+0j)
101,0j,(-10.89571253378017+0j),(8.700268409640204+0j),(5.205654102227713+0j),(-2.6287897495489863+0j)
102,(3+0j),(2.3509404485646277+0j),(6.289890514459764+0j),(5.597730631994527+0j),(-9.50257821016679+0j)
103,(8+0j),(4.224257205767927+0j),(-1.4976771204677286+0j),(-5.553048441012022+0j),(-0.3190337231954271+0j)
104,0j,(-6.923555641041974+0j),(3.8819439518831445+0j),(1.713340130498472+0j),(-1.327536181284199+0j)
105,(7+0j),(3.8971205019963353+0j),(1.616319302282046+0j),(3.0660479423770504+0j),(-2.8886721045791117+0j)
106,(2+0j),(1.8343008693393321+0j),(1.3545946575074472+0j),(-3.4536110964339737+0j),(6.039779760132586+0j)
107,(8+0j),(-2.322556472898485+0j),(7.724040877997766+0j),(-1.001253401782435+0j),(0.35084096112158825+0j)
108,(8+0j),(3.14333613245831+0j),(-1.0826678183562721+0j),(-3.4289019220449126+0j),(-2.0123063798757994+0j)
109,(4+0j),(-5.835272511800806+0j),(-17.353473597404502+0j),(0.7982527833385866+0j),(1.0150664809419943+0j)
110,(8+0j),(3.8732013243255574+0j),(-0.471566639816565+0j),(-5.5382329373347945+0j),(-1.1515610446610083+0j)
111,(9+0j),(-3.179647436165167+0j),(-14.76742540401592+0j),(4.715193286392515+0j),(3.245857291047324+0j)
112,(5+0j),(4.4535583571973145+0j),(2.75465630731564+0j),(0.1461033281247764+0j),(-1.1115356319362997+0j)
113,0j,(-16.62126851827451+0j),(3.7290344868074334+0j),(10.562309370193772+0j),(3.023613548850313+0j)
114,(2+0j),(-0.44837401537227806+0j),(6.533364474582019+0j),(-1.85696424860938+0j),(1.7498283710967255+0j)
115,(8+0j),(1.462182266559718+0j),(-1.4501003872005795+0j),(-7.06677762726842+0j),(-3.790207037228216+0j)
116,(9+0j),(-1.654491680016469+0j),(0.6162008551331867+0j),(7.719469572034689+0j),(-1.2832061862724369+0j)
117,(7+0j),(5.323950255895521+0j),(-8.10122265305619+0j),(7.925468179725938+0j),(-0.16363743575349307+0j)
118,(7+0j),(2.4088094202873926+0j),(2.9301230611536515+0j),(9.176659490855943+0j),(-3.558426079260204+0j)
119,(1+0j),(7.970135873270153+0j),(0.3718102827586972+0j),(-1.1323650518200812+0j),(0.34215688628703245+0j)
120,(1+0j),(7.754105615995895+0j),(2.7773164377886066+0j),(-2.878766491375041+0j),(0.8259326666963331+0j)
121,(2+0j),(-8.919027850321214+0j),(4.352821732351532+0j),(-15.726740310300626+0j),(11.318181175840861+0j)
122,(9+0j),(3.7336332656766302+0j),(-3.396517711354375+0j),(5.60176134661966+0j),(-0.5546927920916779+0j)
123,(1+0j),(6.842513517281062+0j),(3.5013258892657526+0j),(-4.106522225163293+0j),(0.7966006291400856+0j)
124,(7+0j),(6.763705654871508+0j),(-2.180853288560412+0j),(-0.27637252607496726+0j),(1.8094294414551952+0j)
125,(3+0j),(4.29985724080098+0j),(1.6913205753655602+0j),(-2.975711779170384+0j),(-6.296564744850477+0j)
126,(8+0j),(-1.0721704911716479+0j),(-5.2677825188951415+0j),(-3.5224960752319383+0j),(-5.894312221785543+0j)
127,(9+0j),(-4.3946960132219575+0j),(-8.595312801795572+0j),(4.3528460215461715+0j),(2.8073793389530985+0j)
128,(3+0j),(-3.4756943278614587+0j),(3.662379427912138+0j),(-8.901967220796932+0j),(-10.598584687120557+0j)
129,(2+0j),(-3.58695820958864+0j),(-3.014254670902977+0j),(-7.917255117067248+0j),(0.826333229377322+0j)
130,(4+0j),(-1.1472003163688096+0j),(-2.955223874011223+0j),(3.0320709000109543+0j),(2.615794499070071+0j)
131,(9+0j),(3.393635077682122+0j),(2.288737146668558+0j),(7.725103814048103+0j),(1.78473693108802+0j)
132,(6+0j),(2.46529089266214+0j),(4.632809909464636+0j),(-3.612972065993313+0j),(3.8361233929516727+0j)
133,(2+0j),(-3.6317989587348736+0j),(4.271501052418489+0j),(-2.8605979796325536+0j),(-1.399675023065266+0j)
134,(5+0j),(1.6551891141459687+0j),(-0.2721158690686127+0j),(0.0961791667624303+0j),(-6.591706740814868+0j)
135,(4+0j),(-5.752225019648345+0j),(3.8232493854330762+0j),(10.715549066540778+0j),(3.4906590510411326+0j)
136,0j,(-15.805163680919083+0j),(-4.4807963312502155+0j),(3.2582774658838245+0j),(4.631738554786719+0j)
137,(3+0j),(-4.195745958432155+0j),(1.2688056333381832+0j),(-6.827731852631342+0j),(-7.9970065740267575+0j)
138,(2+0j),(-1.8817791987402581+0j),(1.9610501849085766+0j),(-4.788417365910007+0j),(0.5320524000711707+0j)
139,(1+0j),(8.167726086527422+0j),(3.9225097163032565+0j),(-3.6995667842064104+0j),(0.6275077550303897+0j)
140,0j,(-13.437849618654866+0j),(-6.676823758753639+0j),(1.9554529642144345+0j),(-1.5172002759512455+0j)
141,(2+0j),(2.623093461331755+0j),(-0.5997341815120507+0j),(-9.110025621350028+0j),(3.3295199529328188+0j)
142,(2+0j),(-0.7633394877449767+0j),(1.3234238419329607+0j),(-8.34340500612791+0j),(5.503969465576218+0j)
143,(6+0j),(-9.31772388436794+0j),(8.37848890532549+0j),(1.517952312313963+0j),(4.025514950537247+0j)
144,(8+0j),(0.7705322396494282+0j),(-1.6793097228864786+0j),(-7.543550791396699+0j),(-0.3631922140976228+0j)
145,(4+0j),(4.771257979932201+0j),(1.4761926919296848+0j),(3.74683198143965+0j),(2.5998433602325726+0j)
146,0j,(-23.325656012326696+0j),(3.435232721328618+0j),(9.261541954133545+0j),(2.233727336720147+0j)
147,(3+0j),(-7.487850582304617+0j),(-3.900306759865047+0j),(-10.05490566035914+0j),(-7.493053670669031+0j)
148,(1+0j),(6.52509566434907+0j),(3.6317838463740273+0j),(-3.3423257614007875+0j),(0.4653771754153152+0j)
149,(4+0j),(5.660836489279584+0j),(-1.8507747901817648+0j),(3.551429389198294+0j),(2.623456005047783+0j)
150,(4+0j),(4.570027743060018+0j),(-0.8320641187734085+0j),(6.098952920940623+0j),(0.551445442109147+0j)
151,(1+0j),(6.758632609491136+0j),(2.1430202148360418+0j),(-1.3214419738428542+0j),(-0.6819554990822764+0j)
152,(6+0j),(4.006953565914533+0j),(0.6596557273731116+0j),(-2.6374832996560302+0j),(6.548208324968729+0j)
153,(5+0j),(4.503170852038114+0j),(4.403537589336379+0j),(1.4997538233882097+0j),(1.6269752946040357+0j)
154,(9+0j),(7.425922825027651+0j),(-0.6922625932709159+0j),(2.4735509698810345+0j),(0.904021020146874+0j)
155,(2+0j),(-3.309439213720602+0j),(8.572071963665456+0j),(2.9597145626127177+0j),(-1.9880785117818682+0j)
156,(7+0j),(5.953215143381037+0j),(-5.742295858219779+0j),(5.763690017609173+0j),(0.5017626034134856+0j)
157,(9+0j),(7.861337299254466+0j),(-1.2064389605807297+0j),(1.9870169291220914+0j),(-0.9644137526545007+0j)
158,(5+0j),(0.8820997719828151+0j),(3.1060059718537296+0j),(2.6216625142748304+0j),(-7.4051220777316775+0j)
159,(6+0j),(3.6923564024033726+0j),(4.362999773564031+0j),(-2.7303545319112117+0j),(5.398993269917056+0j)
160,(7+0j),(2.030889900675691+0j),(-6.011232416630729+0j),(6.124822487572921+0j),(0.6174695479845663+0j)
161,(2+0j),(-0.06329301724266066+0j),(-3.808906225744631+0j),(-3.1720864988617175+0j),(6.662898634532165+0j)
162,0j,(-16.099473362078182+0j),(3.9647882680403974+0j),(6.236943607799134+0j),(-3.733684346248256+0j)
163,(9+0j),(0.7295227034589118+0j),(-7.2662874398399+0j),(6.450795894260465+0j),(3.757517308184813+0j)
164,(5+0j),(-2.0164333178174982+0j),(-2.7510595177686223+0j),(-5.44766541053282+0j),(-1.8882336929583605+0j)
165,(1+0j),(5.774236634491915+0j),(4.65297546428209+0j),(-3.371901870885621+0j),(-0.8580930472725857+0j)
166,(4+0j),(5.994304639257963+0j),(0.5566569402251268+0j),(0.5274481757751326+0j),(3.308343831343177+0j)
167,(4+0j),(1.9884034314255097+0j),(-1.517092103156937+0j),(2.8872456967349196+0j),(2.4585900876430054+0j)
168,(8+0j),(3.396036064838094+0j),(9.38197202034337+0j),(0.6185064171769321+0j),(-5.427635659151548+0j)
169,(5+0j),(2.226519064921725+0j),(3.30212018364896+0j),(-2.1519442032963485+0j),(1.956348294314925+0j)
170,(2+0j),(-2.775702522367411+0j),(0.5741828371121205+0j),(-9.272831476662429+0j),(-0.5843344916777259+0j)
171,(5+0j),(-2.156786967689103+0j),(3.6733080271226006+0j),(6.236821302389655+0j),(-11.20901333069808+0j)
172,(8+0j),(3.1881836157321213+0j),(-12.488160140687214+0j),(0.46556779605191023+0j),(-1.892784410880918+0j)
173,(3+0j),(1.7425753319736328+0j),(1.3907452001060987+0j),(-3.8742222479077455+0j),(-8.316343615966073+0j)
174,(4+0j),(5.3471886963049915+0j),(-0.36513413541486517+0j),(3.284971901202019+0j),(3.052276363861608+0j)
175,(3+0j),(-2.591635083797381+0j),(7.010429486458583+0j),(-1.8696651017471626+0j),(-10.489909586790171+0j)
176,(3+0j),(-0.09349221975912501+0j),(-0.4670803119475059+0j),(-5.614387667563301+0j),(-3.475064301312959+0j)
177,(4+0j),(1.6966208602693047+0j),(-5.430818371750224+0j),(0.4241218044676956+0j),(2.649167570441676+0j)
178,(6+0j),(2.6422399561715437+0j),(2.5086124677613935+0j),(-2.1734988804104263+0j),(6.249957043932709+0j)
179,0j,(-23.656433140446307+0j),(2.7278813158684154+0j),(6.397869327859899+0j),(-1.4919919213155743+0j)
180,(7+0j),(3.1696931235073404+0j),(-3.636291248269832+0j),(0.4508717171037318+0j),(6.47661417310808+0j)
181,(9+0j),(4.849529851046746+0j),(-1.8362867608525952+0j),(5.648281288768461+0j),(2.7773618443496373+0j)
182,(4+0j),(-2.819120056928369+0j),(-7.682495854756153+0j),(7.461957187755491+0j),(-0.8922075166094271+0j)
183,(8+0j),(-1.6412602442374558+0j),(-2.9984372165427278+0j),(7.318712475300904+0j),(-2.8824741288675644+0j)
184,(1+0j),(7.558347962265016+0j),(1.9729878408791226+0j),(-1.8277997103489267+0j),(0.8434933204286038+0j)
185,(8+0j),(3.5461303053460314+0j),(-1.7793416000019924+0j),(-2.8352667865355543+0j),(-5.215511897187082+0j)
186,(9+0j),(6.241352346163047+0j),(-2.460178598096334+0j),(3.2315799217405132+0j),(-2.15711878823913+0j)
187,(2+0j),(-0.5749221015440648+0j),(-5.9102400898489185+0j),(-9.450151971088008+0j),(4.8786285506254545+0j)
188,(7+0j),(4.189491193382598+0j),(-0.4461124523958987+0j),(7.048522824051137+0j),(-0.6293773058887701+0j)
189,(2+0j),(-1.5422520809709084+0j),(-5.995174085548272+0j),(-15.25867328086335+0j),(4.939725712185678+0j)
190,(6+0j),(2.708288109710935+0j),(4.168366509847992+0j),(-1.8892884727696966+0j),(4.769071727218036+0j)
191,(7+0j),(1.386136959205404+0j),(-4.474206608371592+0j),(5.669432961040492+0j),(1.9181222980215533+0j)
192,(3+0j),(1.5447633096780387+0j),(-8.283051055980224+0j),(0.905038602698741+0j),(-6.554783723813508+0j)
193,(9+0j),(1.7946357208907149+0j),(-10.601824516261889+0j),(2.5849810335239263+0j),(-0.5855488677823055+0j)
194,(8+0j),(3.7510182586860727+0j),(5.626603580621143+0j),(-1.4631921842126108+0j),(-2.6265610401714037+0j)
195,(7+0j),(5.062286582857302+0j),(-8.356317521143016+0j),(8.899005065057153+0j),(-2.1243744262774555+0j)
196,(9+0j),(1.4976052194132574+0j),(-4.804211810531631+0j),(7.408379767238465+0j),(1.2917860422972023+0j)
197,(1+0j),(5.188383891506585+0j),(5.075777662967004+0j),(-1.268437822283004+0j),(-1.1430097586904755+0j)
198,(1+0j),(4.8162494241572595+0j),(6.498396169104111+0j),(-2.749641790201655+0j),(0.24749004196855762+0j)
199,(6+0j),(-5.984179698972916+0j),(6.129458357634729+0j),(1.0648840824894117+0j),(11.298424086457574+0j)
200,(3+0j),(-0.869468654471939+0j),(6.094975509724006+0j),(-3.9804823965178433+0j),(-6.934885565810473+0j)
201,0j,(-10.866703931896042+0j),(5.327474194084124+0j),(6.110990915835958+0j),(-0.7700395467267555+0j)
202,(5+0j),(3.3819854361549004+0j),(1.2311889690727305+0j),(5.863240540303613+0j),(-2.065054771892276+0j)
203,(4+0j),(-6.372427864456959+0j),(0.7863219560019252+0j),(3.3453635304609115+0j),(5.8368151687922065+0j)
204,(2+0j),(0.11427568612034313+0j),(-1.3928065149899687+0j),(-5.921661296068456+0j),(2.2427128698550782+0j)
205,(2+0j),(1.7325318418076692+0j),(-0.7134023007104253+0j),(-4.409624547909099+0j),(1.036483046154853+0j)
206,(1+0j),(8.982817152594153+0j),(2.56608620816658+0j),(-2.0003749510522537+0j),(-0.26127858633812845+0j)
207,(3+0j),(-13.55713673438041+0j),(4.3395911781659375+0j),(-6.563683207503275+0j),(-10.565993747294572+0j)
208,(9+0j),(2.2463139811680928+0j),(-3.6370792290026945+0j),(10.208864524561417+0j),(1.3731240461688174+0j)
209,(4+0j),(-2.9997479299296512+0j),(7.849028442447361+0j),(2.6182157297445245+0j),(2.2952979614727735+0j)
210,(8+0j),(-0.9150459452924066+0j),(3.4640929065228954+0j),(8.41220593583743+0j),(-2.0413277501761686+0j)
211,(6+0j),(-5.7490881533002645+0j),(-6.098111784403567+0j),(4.1522000979274525+0j),(7.728992595026097+0j)
212,(3+0j),(-0.5471231269315198+0j),(5.566646100768457+0j),(-3.7934661854087204+0j),(-6.43785427232051+0j)
213,(9+0j),(2.260907417992368+0j),(-7.4664172751942575+0j),(5.976463260242915+0j),(-1.8317430404323405+0j)
214,(9+0j),(-1.7372890871768099+0j),(-14.792658748300232+0j),(0.3651270568389286+0j),(3.217577200780364+0j)
215,(2+0j),(-2.873842391230403+0j),(-1.2292328813250253+0j),(-16.12299387395101+0j),(3.771236558289512+0j)
216,(8+0j),(4.228923839190879+0j),(1.8116837421544985+0j),(-2.2433003850789106+0j),(-3.9277338171895138+0j)
217,(8+0j),(-0.22306085533076692+0j),(3.4458906389993067+0j),(2.656130129766713+0j),(-5.026637009843145+0j)
218,(9+0j),(4.178233343643729+0j),(0.6328639343126412+0j),(6.8112376840867475+0j),(-0.3687423951372415+0j)
219,0j,(-17.593757404116275+0j),(11.495594334851173+0j),(9.109688849392331+0j),(-4.978955009578232+0j)
220,(8+0j),(1.5605550429322381+0j),(-3.3067847912591604+0j),(4.012358634411802+0j),(-3.9920549783821353+0j)
221,(2+0j),(0.9647035171065885+0j),(2.2104230813845773+0j),(-0.030440199680722063+0j),(1.87741152181243+0j)
222,(6+0j),(-0.844943104179345+0j),(-2.707688906959192+0j),(-2.4255013090292366+0j),(5.527038333176907+0j)
223,(7+0j),(5.124393496103085+0j),(-0.4976260867489901+0j),(4.4904323783311755+0j),(-2.7298753415581754+0j)
224,0j,(-9.666696738697105+0j),(8.842569020461475+0j),(7.1342705608486705+0j),(-3.931075664776085+0j)
225,(3+0j),(2.702949201263355+0j),(6.941858726200961+0j),(-2.2238433362912478+0j),(-10.37902566291234+0j)
226,(8+0j),(-2.5597984228066863+0j),(8.540973406725378+0j),(3.941032464247825+0j),(-2.584804315273818+0j)
227,(8+0j),(2.3166877976513067+0j),(-3.6941073863914844+0j),(-1.3071786003669696+0j),(-2.2994138590585185+0j)
228,(5+0j),(2.020519876433047+0j),(8.23566549759907+0j),(-0.3479498543429754+0j),(0.3462867905006749+0j)
229,(8+0j),(5.768137057200784+0j),(0.7954341720611825+0j),(-2.6340216449654905+0j),(0.36675775254959975+0j)
230,(1+0j),(8.137750138667819+0j),(2.3067496497478692+0j),(-3.1524705263827646+0j),(1.4249408565989998+0j)
