,0,1,2,3,4
49,0j,(8.194904124349723+0j),(1.0065858641813283+0j),(-1.0041014808402888+0j),(-0.7616126126130677+0j)
50,(4+0j),(0.5179366943513808+0j),(6.630484107918363+0j),(-4.358854857256378+0j),(1.716665075317822+0j)
51,(6+0j),(-0.7157114233875479+0j),(0.40113019954495427+0j),(3.7163588382514465+0j),(7.296344899611153+0j)
52,(2+0j),(7.882724962460764+0j),(-4.608439387884293+0j),(-1.8535544749590263+0j),(8.431988935423584+0j)
53,(5+0j),(5.136960636331975+0j),(-3.81160863542486+0j),(-0.21152762274770115+0j),(-8.391136058671735+0j)
54,(5+0j),(-2.3895163608015024+0j),(-5.961579518515+0j),(-1.764020315260516+0j),(3.2660828348926483+0j)
55,(8+0j),(2.346805878167873+0j),(-4.890347945702457+0j),(-4.544444996469306+0j),(-8.91140586781383+0j)
56,(3+0j),(2.425839552722137+0j),(-4.474829484482153+0j),(0.7927747856043241+0j),(-8.48103317930464+0j)
57,0j,(10.364589769426477+0j),(-10.496566641465979+0j),(-8.037973553317+0j),(1.7885935185346493+0j)
58,(8+0j),(-4.066891013107827+0j),(1.5299693416369482+0j),(-1.700854410015196+0j),(-4.597493352928099+0j)
59,0j,(23.19419178609015+0j),(-8.04376324051819+0j),(-7.213521502172532+0j),(1.5060075822992323+0j)
60,(8+0j),(3.1979599372561567+0j),(-4.284675067408709+0j),(-2.1920161510648644+0j),(-6.403880229223505+0j)
61,(3+0j),(-5.531208372167388+0j),(8.378209022097481+0j),(0.1039558432356361+0j),(0.8732657223096756+0j)
62,0j,(11.133136052060554+0j),(5.959728634561578+0j),(3.9462018734070297+0j),(-2.6019843618696132+0j)
63,(6+0j),(-0.9302207577173687+0j),(-5.357538686723767+0j),(1.860007624370859+0j),(5.955345789047525+0j)
64,0j,(12.473697806227788+0j),(-4.421909784821354+0j),(-2.124451925986302+0j),(-1.3405530244247692+0j)
65,(7+0j),(0.2709959950626441+0j),(-1.3907543577279522+0j),(-9.873438708757488+0j),(-0.8404667461997013+0j)
66,(8+0j),(-3.6832380866096943+0j),(-3.2497737045723483+0j),(-1.0240445509134404+0j),(-5.923101940305968+0j)
67,(4+0j),(-4.313151962259132+0j),(-0.49029020679388613+0j),(-5.856479151781774+0j),(-0.13698188019241578+0j)
68,(7+0j),(-4.486685724255754+0j),(7.414389599134873+0j),(-5.812318315110066+0j),(-0.3570388820177951+0j)
69,(6+0j),(-4.630580063868905+0j),(-3.8890982461676455+0j),(2.116760160055074+0j),(3.0838845020841665+0j)
70,(1+0j),(-7.739612339571354+0j),(-4.207400767596846+0j),(3.8669045634127364+0j),(2.1439755644071963+0j)
71,(9+0j),(-3.2373661377666383+0j),(4.881509779415303+0j),(-6.814758663954713+0j),(-0.32178252383013817+0j)
72,0j,(7.536008654359027+0j),(-3.5383150522550872+0j),(-1.6853056558911022+0j),(-1.1302063502141295+0j)
73,(3+0j),(2.415384318304511+0j),(4.76649218822666+0j),(10.696214829433865+0j),(-6.041612917194027+0j)
74,(9+0j),(1.1346711479819218+0j),(3.1559152303458062+0j),(-2.4527598170585128+0j),(2.0381308934819344+0j)
75,(8+0j),(-1.4457616814758891+0j),(-4.611608636588711+0j),(-2.6009799453311864+0j),(-2.426922647141587+0j)
76,(7+0j),(-4.669510179917321+0j),(6.913011476007046+0j),(-7.537263149773881+0j),(-1.3997669902962635+0j)
77,(6+0j),(11.345958266379558+0j),(5.547210739198214+0j),(2.7008200919372314+0j),(14.825446310945564+0j)
78,(6+0j),(-0.18190920483103454+0j),(1.2771359976665895+0j),(-0.39483949886787595+0j),(9.149153278452543+0j)
79,(1+0j),(-6.49433054017598+0j),(-3.866178461034207+0j),(2.7925156023620623+0j),(0.5518013108318948+0j)
80,(9+0j),(7.314235633675877+0j),(2.333957434220158+0j),(-6.726953007982463+0j),(2.0989001399307017+0j)
81,(3+0j),(-1.300883088993424+0j),(3.240594178136908+0j),(8.454460170305348+0j),(-5.518929149709747+0j)
82,(3+0j),(3.4250082655933283+0j),(3.7806550071312715+0j),(13.16197137078243+0j),(-5.305669755200737+0j)
83,0j,(18.54383797979639+0j),(2.7568836480499637+0j),(0.2636163687965542+0j),(0.6518059658764838+0j)
84,(6+0j),(7.063602152417469+0j),(6.036624508242957+0j),(9.5018424078509+0j),(7.200010708954867+0j)
85,(4+0j),(-2.7125486459785675+0j),(-1.8481471926740014+0j),(-4.830525764839919+0j),(4.74263179644205+0j)
86,(2+0j),(0.16950135614918724+0j),(2.7412096449111423+0j),(-5.2313790618634375+0j),(-4.802314732364412+0j)
87,(5+0j),(-2.9858362060428654+0j),(1.9622907442905235+0j),(-7.315701788904708+0j),(-3.4520261778009367+0j)
88,(4+0j),(-3.3466209990009537+0j),(6.29489502234847+0j),(-3.8000047582547447+0j),(2.152065603421832+0j)
89,(8+0j),(8.765797566947558+0j),(-6.451498207802024+0j),(1.1965024653080356+0j),(-4.409062688496407+0j)
90,(7+0j),(-3.4558358885537457+0j),(14.274274976409153+0j),(-7.491660266590862+0j),(-4.576890455261041+0j)
91,(8+0j),(-6.020224942288855+0j),(-1.4711855964432738+0j),(0.9103531159320463+0j),(-1.5760712439096916+0j)
92,(6+0j),(1.2235050123959905+0j),(-5.451665011699667+0j),(3.93736060543685+0j),(3.282595181771143+0j)
93,(7+0j),(3.03204247114692+0j),(2.645294561205203+0j),(-12.871764738151251+0j),(-0.7501836815921007+0j)
94,(5+0j),(-4.3592957507647485+0j),(2.459206003620987+0j),(-1.8587451726371045+0j),(-4.422194023891241+0j)
95,(6+0j),(-0.7595087908742049+0j),(-1.4871394363048052+0j),(-0.05810804889009476+0j),(8.25160045726575+0j)
96,(2+0j),(-5.081360366970433+0j),(3.408298153607517+0j),(7.086334992313157+0j),(2.119982624639977+0j)
97,(4+0j),(7.856313772511722+0j),(10.759606183282967+0j),(-0.7021429851801086+0j),(4.211121969467668+0j)
98,(1+0j),(-7.447138129397008+0j),(-2.1880483190946+0j),(2.597169689913197+0j),(2.9714484382771156+0j)
99,(4+0j),(-3.4788026638612624+0j),(7.851644628215396+0j),(-1.036169702356278+0j),(-0.015928091724790122+0j)
100,(9+0j),(6.774016326443714+0j),(16.718502627871185+0j),(-5.555444347944879+0j),(3.550275296305366+0j)
101,(1+0j),(-7.410387115422082+0j),(-4.731102840375681+0j),(4.746872716848066+0j),(1.8654734479758417+0j)
102,(4+0j),(-5.732223985954463+0j),(2.6616343831792997+0j),(-3.356244706137674+0j),(-0.17992841991811784+0j)
103,(8+0j),(-3.71569136368909+0j),(5.356484515766908+0j),(2.798984343071869+0j),(-3.54392015075779+0j)
104,(3+0j),(-2.6956461838255072+0j),(11.56029636382351+0j),(5.479328562807278+0j),(-3.172647029187152+0j)
105,(1+0j),(-7.843965116386587+0j),(-2.214756987521882+0j),(3.0432149939632116+0j),(3.015646767865608+0j)
106,(8+0j),(1.3707635973724088+0j),(6.338599486583757+0j),(9.753145589266635+0j),(-2.7102788750764484+0j)
107,(3+0j),(-5.961385099889662+0j),(0.6519903052998719+0j),(4.618527974377907+0j),(-3.4878773582040874+0j)
108,(3+0j),(-2.4230884016087444+0j),(7.834422117742101+0j),(5.9792992844274595+0j),(-5.674808718666836+0j)
109,0j,(10.148546293811398+0j),(-10.70528066363449+0j),(-4.610600898984234+0j),(-3.5451770523482637+0j)
110,(3+0j),(3.275018873919224+0j),(1.437847264575456+0j),(13.924109093779201+0j),(-8.376491564293564+0j)
111,(9+0j),(-6.632562401050342+0j),(0.461568674835897+0j),(-4.315640183889432+0j),(-0.4355437776735075+0j)
112,(3+0j),(2.1534180264798555+0j),(-6.435392467700155+0j),(6.036973859183889+0j),(-10.573947435578523+0j)
113,(4+0j),(-4.490222565447117+0j),(1.4657219822013248+0j),(-3.1925649894649464+0j),(0.7021363880500405+0j)
114,(8+0j),(-2.277240893679326+0j),(-9.414618428676581+0j),(-0.2561683275441276+0j),(-3.2310154020339965+0j)
115,(9+0j),(-4.926498926099399+0j),(-0.5366124600387903+0j),(-6.8663973431390986+0j),(-1.8885506857371601+0j)
116,(4+0j),(-0.7332246420718025+0j),(10.072021035771828+0j),(0.8881262509511658+0j),(1.8704906896555145+0j)
117,(5+0j),(-5.078197029023649+0j),(1.26899981475315+0j),(1.9021149164915225+0j),(-1.8428189406704722+0j)
118,(9+0j),(-3.802840703965584+0j),(2.590158167438057+0j),(-6.270671251293294+0j),(-2.0871107325422193+0j)
119,(2+0j),(3.0516150273803744+0j),(-2.080578386087225+0j),(-2.252663009812509+0j),(-4.288304456001871+0j)
120,0j,(5.993359543142657+0j),(-6.251689272178524+0j),(-1.3892089072147817+0j),(-4.013124041998565+0j)
121,(4+0j),(-0.3438888703293594+0j),(5.801104024538713+0j),(-0.5913850125469968+0j),(1.8905561981496901+0j)
122,(3+0j),(-7.407244598303182+0j),(0.7295857777295869+0j),(-1.0126487630256202+0j),(-1.010598968662399+0j)
123,(1+0j),(-7.961071441356074+0j),(-2.745516959324637+0j),(2.655604485764066+0j),(2.306706088891211+0j)
124,(6+0j),(1.2693077209114545+0j),(-0.7152990823672025+0j),(1.6538148879709773+0j),(7.760483789088549+0j)
125,(2+0j),(-3.033282346474598+0j),(2.727345361664193+0j),(7.061210736659779+0j),(-3.0312131286231083+0j)
126,(8+0j),(6.893064001176177+0j),(9.952805029072374+0j),(7.248746816386639+0j),(2.780101331520843+0j)
127,(8+0j),(2.690129192602658+0j),(1.5045197749378696+0j),(4.508036264144345+0j),(-0.5519037268570638+0j)
128,(9+0j),(-5.220039378738092+0j),(5.536629150072887+0j),(-1.0076645903376042+0j),(-0.33772808416556666+0j)
129,(9+0j),(-7.459307362826794+0j),(-2.057753439483583+0j),(0.27560628090338396+0j),(-0.4193389048717199+0j)
130,(3+0j),(-1.5224413507425494+0j),(0.1368431690943648+0j),(3.021219975751503+0j),(-7.168386199596469+0j)
131,0j,(7.30656342366962+0j),(-8.358450680975873+0j),(-6.468493474697469+0j),(3.607726324617479+0j)
132,(2+0j),(8.650467484201624+0j),(-5.151305236238047+0j),(7.086257898687626+0j),(6.239882284937724+0j)
133,(1+0j),(-8.009426332914263+0j),(-1.5002105572895568+0j),(1.3798059154497027+0j),(2.0784051639235086+0j)
134,(7+0j),(2.1547390457322515+0j),(14.909334146072675+0j),(-7.099767663765448+0j),(-1.9881424398010588+0j)
135,(2+0j),(4.996086278890086+0j),(-0.4502693447193861+0j),(6.038604072756218+0j),(1.057189846778017+0j)
136,(9+0j),(-4.667825960040576+0j),(-0.6958437802793423+0j),(-5.822260972700891+0j),(1.2478956952581566+0j)
137,(3+0j),(1.7772501074202922+0j),(9.92720886743969+0j),(8.914967380587907+0j),(-3.5634639901064293+0j)
138,0j,(2.639911590103236+0j),(-1.826335379312636+0j),(-1.1350922579879028+0j),(0.18631724983292894+0j)
139,(8+0j),(-2.0265597498069745+0j),(-7.34417576898204+0j),(-2.037357099670133+0j),(-3.6496466578037063+0j)
140,0j,(11.369270399616632+0j),(-5.2725623238574375+0j),(-4.412173156034082+0j),(2.101676907005004+0j)
141,(4+0j),(12.326497920602685+0j),(7.848131152482331+0j),(-7.540860043933707+0j),(4.965070574565413+0j)
142,(4+0j),(-2.8084977362706804+0j),(0.33081508727558356+0j),(-0.8358120588158379+0j),(4.165420139599842+0j)
143,(3+0j),(-1.740317298593038+0j),(-1.1497492143775772+0j),(7.196764189387904+0j),(-5.214189760622917+0j)
144,(3+0j),(6.717078774060694+0j),(-2.951079463804017+0j),(5.623684023188764+0j),(-7.250628969486133+0j)
145,(8+0j),(-0.29026930113915117+0j),(-9.03745507465434+0j),(-2.436959527880465+0j),(-4.431034657266596+0j)
146,(2+0j),(-1.8956303449489986+0j),(-0.268461462959993+0j),(13.702230759991531+0j),(3.7222063953443576+0j)
147,(8+0j),(-0.5827710410531973+0j),(-9.223452685301911+0j),(-3.7685021617358716+0j),(-6.9149849879232415+0j)
148,(7+0j),(-7.430470536616919+0j),(5.146503816174287+0j),(-4.696140873171815+0j),(-1.383602759503762+0j)
149,(1+0j),(-7.1912303003624+0j),(-4.272840500151732+0j),(3.8033341970892995+0j),(0.2243166209225139+0j)
150,0j,(15.968010139544727+0j),(-6.433926558521987+0j),(-7.615760082525954+0j),(-7.461206160380596+0j)
151,(7+0j),(-6.361273265632894+0j),(1.626412327387292+0j),(-6.010988786448076+0j),(0.430453192846056+0j)
152,0j,(15.394094005397266+0j),(-8.375613475948223+0j),(-7.0323099660944575+0j),(0.4407496121792377+0j)
153,(2+0j),(-1.7172675669674726+0j),(11.48246518012142+0j),(2.2836494731313364+0j),(-2.9472198507312224+0j)
154,(7+0j),(-5.436896798580805+0j),(5.388808155025319+0j),(-5.948128486459823+0j),(0.4619908920434365+0j)
155,(3+0j),(-4.875830139735742+0j),(-2.3322792322720396+0j),(1.8407688730106493+0j),(-1.9388772185589136+0j)
156,(9+0j),(-6.503074568136899+0j),(-0.24071823989673652+0j),(-3.912285602128021+0j),(3.1588956841445524+0j)
157,(7+0j),(-1.8164033557133576+0j),(1.5726502145831112+0j),(-7.021300480588121+0j),(0.041613056532177395+0j)
158,(4+0j),(12.203436074755196+0j),(2.833198272139784+0j),(-1.2595886111205428+0j),(1.6173954009984648+0j)
159,(2+0j),(7.629298142034391+0j),(3.237769982090532+0j),(7.710419342104416+0j),(-1.3907536884242764+0j)
160,(5+0j),(8.006777309353215+0j),(15.510082156701122+0j),(12.047702200151313+0j),(-2.7575320299268564+0j)
161,(1+0j),(-7.36978892175913+0j),(-4.636129253765551+0j),(4.51191499249534+0j),(1.5267668506670964+0j)
162,(7+0j),(-0.35329589273717826+0j),(-6.671383100064786+0j),(-3.263233835075138+0j),(-5.485441596861598+0j)
163,(4+0j),(-3.144474994048416+0j),(1.4733159281067332+0j),(-1.900303044786815+0j),(2.0864239083746523+0j)
164,(3+0j),(4.5894450034537995+0j),(4.468293450310787+0j),(11.812874921474526+0j),(-6.201162674934563+0j)
165,(9+0j),(-5.53296422296568+0j),(2.695128673881314+0j),(-5.5497348062220375+0j),(-1.2705176454682643+0j)
166,(1+0j),(-7.455065769994151+0j),(-5.07057648454675+0j),(4.280344388409368+0j),(1.7107745144493236+0j)
167,(4+0j),(5.847632168362043+0j),(12.337014463864206+0j),(-1.167633148779929+0j),(-1.344556891435307+0j)
168,(9+0j),(-6.535432999647926+0j),(1.8801331912933301+0j),(-5.176238202273349+0j),(0.44472296512759535+0j)
169,(4+0j),(-3.1041737210490052+0j),(-3.2398353467733556+0j),(-3.6954953265361876+0j),(5.269401548074876+0j)
170,0j,(13.5935733686212+0j),(-10.944281686199867+0j),(-5.913374311574116+0j),(-1.4699350683178636+0j)
171,(4+0j),(3.823087858401331+0j),(3.5938586274313966+0j),(-0.25544182181303493+0j),(3.2293062076568644+0j)
172,(7+0j),(-2.6665238118239856+0j),(1.3422716546644835+0j),(-9.47634827406769+0j),(-2.396769796292451+0j)
173,(7+0j),(-1.4580245330112271+0j),(-0.11334534564800132+0j),(-9.087531638617373+0j),(-0.35201672520016875+0j)
174,0j,(19.106339564366074+0j),(4.853939630927334+0j),(2.9515770013837477+0j),(0.7146377889069123+0j)
175,(2+0j),(4.926250431080802+0j),(-3.5430736765967374+0j),(4.176710959794382+0j),(-0.1766055885549755+0j)
176,(4+0j),(-4.382723312156044+0j),(0.49310031709662766+0j),(-3.9379779450919887+0j),(0.8126199547429459+0j)
177,(6+0j),(-1.6045681687986462+0j),(-1.6343740106138271+0j),(4.3250831132617975+0j),(2.4644581913268087+0j)
178,(2+0j),(1.3809663298666077+0j),(-1.1177624401675805+0j),(13.589882765057984+0j),(3.4019129407664224+0j)
179,(1+0j),(-7.734847123245067+0j),(-3.0400456952744137+0j),(3.1670010593233333+0j),(2.5226104057493695+0j)
180,(1+0j),(-8.360127960265343+0j),(-3.027688319569257+0j),(2.5857416967681965+0j),(1.2774632499230953+0j)
181,(8+0j),(-3.5570437122916725+0j),(-3.0538259209060827+0j),(0.03216291790153818+0j),(-1.4377842144966548+0j)
182,(7+0j),(-7.112407239701448+0j),(-3.2499211875949543+0j),(5.303465325401504+0j),(-0.8279380007863959+0j)
183,0j,(13.739442178852208+0j),(-12.719802480239276+0j),(-8.497437125514127+0j),(-2.7501108252039224+0j)
184,(2+0j),(0.12794826934451+0j),(1.5464531362609713+0j),(6.394261667207928+0j),(5.819596931436282+0j)
185,(5+0j),(-3.1373636114707923+0j),(-1.8452749006513771+0j),(-3.54262122645706+0j),(-1.1824597117369635+0j)
186,(8+0j),(4.399569187023359+0j),(3.6802339466563065+0j),(-0.04871584655166192+0j),(-3.4947467469218694+0j)
187,(6+0j),(1.3878418211175523+0j),(1.761290076274139+0j),(3.892516302380328+0j),(6.086623063435288+0j)
188,(2+0j),(5.475672186602666+0j),(-10.276080641735923+0j),(-3.4126233860089386+0j),(-1.5200376740279022+0j)
189,(3+0j),(0.5235580995272049+0j),(-6.173117621848926+0j),(3.8641311698223113+0j),(-3.4335817168895524+0j)
190,(9+0j),(-5.833344403155956+0j),(2.4726755950127695+0j),(-5.862254736964626+0j),(0.8290261141863308+0j)
191,(2+0j),(7.280242195632242+0j),(-3.1833909961987104+0j),(3.017954901553734+0j),(5.036086202935475+0j)
192,(3+0j),(1.9290669519873866+0j),(-7.440229011024908+0j),(2.1119614803659275+0j),(-6.014877895013271+0j)
193,(3+0j),(-0.3485628666275436+0j),(9.473644533857332+0j),(7.9508551320162475+0j),(-6.749720916217454+0j)
194,(5+0j),(8.60797108539569+0j),(1.6120224846663531+0j),(-0.4648951877281006+0j),(-11.892910511616655+0j)
195,(1+0j),(-6.92203237819515+0j),(-3.7521772364546337+0j),(3.5849531842788274+0j),(2.083255619434631+0j)
196,(9+0j),(-1.2503231611092809+0j),(8.692837114752715+0j),(-0.5940519628348091+0j),(-0.2481776738848133+0j)
197,0j,(-1.0922695858916904+0j),(3.8754109022052248+0j),(1.1316030838560829+0j),(-0.4387700309915794+0j)
198,(9+0j),(-5.444414643056767+0j),(4.453084503607688+0j),(-0.803261137622876+0j),(-0.7825400055439561+0j)
199,0j,(13.766525484467154+0j),(2.8706207257194967+0j),(-4.413896569226314+0j),(6.189566635315921+0j)
200,0j,(14.033313375888811+0j),(-2.0386456652962606+0j),(-3.1123585893843844+0j),(-5.112734943979282+0j)
201,0j,(14.58856759653742+0j),(-2.7921832864479397+0j),(-2.885318728881148+0j),(-4.738256675468693+0j)
202,(3+0j),(0.54676827312235+0j),(6.567251499340998+0j),(9.432794337378855+0j),(-10.562707254262524+0j)
203,(7+0j),(-6.233463279337694+0j),(5.282703077172025+0j),(-6.530057177335376+0j),(-1.1108618650075457+0j)
204,(9+0j),(-1.9360345028104633+0j),(10.169297105094055+0j),(0.1306064465126457+0j),(-1.1538034544701012+0j)
205,(1+0j),(-7.599155209964529+0j),(-2.0462954952412207+0j),(2.692302137338044+0j),(3.3204762389920117+0j)
206,(4+0j),(-3.874519786736727+0j),(0.6453667181260895+0j),(-5.019306647825151+0j),(1.6029226797131806+0j)
207,(1+0j),(-8.810658783858985+0j),(-2.5333981289121463+0j),(2.3558408372916633+0j),(1.44949631335018+0j)
208,(3+0j),(4.960843218330412+0j),(13.281772167084712+0j),(4.939493015691433+0j),(-1.4359256640228872+0j)
209,(9+0j),(-7.248091843784038+0j),(-1.081782658261777+0j),(-2.6966448068027495+0j),(-1.1642547154031344+0j)
210,(1+0j),(-7.4423265937618135+0j),(-2.2714389734447926+0j),(2.7422222928824636+0j),(2.9007639750473153+0j)
211,0j,(4.311928181288619+0j),(-7.048889571550127+0j),(-4.146877479162194+0j),(-1.515834312110206+0j)
212,(7+0j),(-1.6936067104939696+0j),(5.237464065768201+0j),(-7.369653175521272+0j),(2.702445898681232+0j)
213,(6+0j),(-1.4100727409250877+0j),(1.4190479798503461+0j),(3.394226752103641+0j),(7.168421033478925+0j)
214,(9+0j),(-3.2876360440745676+0j),(5.998423434194171+0j),(-6.855412575230053+0j),(-1.4663603456995038+0j)
215,(2+0j),(1.6547354838227557+0j),(2.9009925453896686+0j),(14.763699619441804+0j),(8.830790090231494+0j)
216,0j,(17.048130829121313+0j),(-4.569018674220569+0j),(-6.4533121452731885+0j),(1.7216447182828456+0j)
217,(8+0j),(3.566730669024085+0j),(2.351694544283939+0j),(6.379609539123269+0j),(-4.675417174937747+0j)
218,(8+0j),(-0.46653984732698955+0j),(2.1192040666502545+0j),(3.2615091393041804+0j),(-6.40214285325829+0j)
219,(6+0j),(-0.44228523478530374+0j),(-5.9028067638165735+0j),(4.107177595827406+0j),(5.7521095790129415+0j)
220,(5+0j),(2.013604759472521+0j),(-3.268967795420712+0j),(-1.300003509364582+0j),(-11.919307139327186+0j)
221,(1+0j),(-8.13443683020401+0j),(-2.2090106705312884+0j),(1.8638987790290438+0j),(2.6755191042650104+0j)
222,(6+0j),(2.242202024075358+0j),(-3.0495402658217294+0j),(0.5457734349682634+0j),(8.488870884750018+0j)
223,(7+0j),(-2.219551267029632+0j),(3.5976420234106237+0j),(-9.090258361275925+0j),(-2.9720933702580967+0j)
224,(8+0j),(-4.53799450324427+0j),(-4.031853497509915+0j),(-0.4548078442974029+0j),(-4.315389956520854+0j)
225,(7+0j),(-1.9227667579886196+0j),(3.829593300275096+0j),(-12.371084843299753+0j),(-1.1797171387480654+0j)
226,0j,(4.456599738852217+0j),(2.5624251008105423+0j),(1.1622445728054+0j),(-1.7373195549167118+0j)
227,(9+0j),(-5.280597229218947+0j),(-2.786646747926258+0j),(-4.78024613187042+0j),(-0.14309327698352795+0j)
228,(4+0j),(-4.256681588732166+0j),(-3.7925124193686406+0j),(-2.0684805208952706+0j),(3.013010584043914+0j)
229,(1+0j),(-7.15586254938584+0j),(-3.570280979882388+0j),(4.0060346950525805+0j),(2.4783647699112916+0j)
