,0,1,2,3,4,5
29,(6+0j),(-0.5400189563861287+0j),(3.8919925903007675+0j),(2.484338858519149+0j),(-6.5003460250746805+0j),(-8.392465820698169+0j)
30,0j,(5.961504473736563+0j),(2.6154851412013596+0j),(-2.753000732265995+0j),(5.313000456719744+0j),(-6.741348181026441+0j)
31,(1+0j),(-4.031411242801289+0j),(6.46700528973052+0j),(3.383397526643105+0j),(1.1832203627333218+0j),(3.5633004971679574+0j)
32,(2+0j),(2.9869375514016356+0j),(3.540856144815753+0j),(4.470904608104157+0j),(-2.511773782275172+0j),(-3.427714193678594+0j)
33,(7+0j),(-6.0050423983283565+0j),(-2.211887728309635+0j),(-1.6626353419318807+0j),(0.974689778970897+0j),(-1.6186046938363516+0j)
34,(2+0j),(3.12013131962314+0j),(-2.5480421859823976+0j),(17.26129186865753+0j),(-9.600117056586328+0j),(-0.4198061396523245+0j)
35,(6+0j),(-0.8500431173938227+0j),(1.7191183642214325+0j),(0.5360529251519638+0j),(-8.795744548315113+0j),(-7.749766796838552+0j)
36,0j,(14.230628516333072+0j),(-2.8634273625233377+0j),(0.08994408899943239+0j),(0.37151911743181676+0j),(14.846840547753002+0j)
37,(6+0j),(10.248496055429074+0j),(-8.468138999367378+0j),(7.848033545929486+0j),(-9.817305582431237+0j),(4.336960912043597+0j)
38,(3+0j),(1.3577497378314354+0j),(-2.4962901792264494+0j),(13.216818289644738+0j),(5.848017981723244+0j),(1.1661534277350045+0j)
39,(2+0j),(3.4825521158117585+0j),(-1.7846829084289701+0j),(14.881132959553756+0j),(-7.887723929490786+0j),(-1.9743489141224568+0j)
40,(8+0j),(0.77411975719862+0j),(2.840401780101206+0j),(-8.863841572395879+0j),(1.1662637427479834+0j),(3.9061948114080804+0j)
41,(6+0j),(4.2324516226793705+0j),(3.4236596264503+0j),(0.6889993359536637+0j),(-11.415026214379383+0j),(-10.815478514044035+0j)
42,(4+0j),(5.973313057122872+0j),(-8.877607691803446+0j),(-1.51000345744419+0j),(-0.9627096436869982+0j),(3.8195136272766046+0j)
43,(8+0j),(-4.692416807006143+0j),(1.696310076638142+0j),(2.133303720844567+0j),(1.1299899497525874+0j),(0.35145678892331406+0j)
44,(6+0j),(2.219047877694026+0j),(0.587616735847949+0j),(2.188571943190401+0j),(-6.7355614989352866+0j),(-9.859036947764091+0j)
45,(1+0j),(-8.721604384840086+0j),(1.3064974439785055+0j),(2.3570098254708247+0j),(-0.8891545707471581+0j),(5.798127158222131+0j)
46,(7+0j),(-7.051117721136501+0j),(-2.8488032425844994+0j),(0.0502865344015989+0j),(-1.2095732735764801+0j),(-0.2477640058467683+0j)
47,(2+0j),(16.437238661722585+0j),(-0.6741533102958531+0j),(0.5954436120213115+0j),(-6.335042955542486+0j),(5.334357075957153+0j)
48,(7+0j),(-7.131958385097609+0j),(-1.3298705853115027+0j),(-5.458608473705758+0j),(-0.5076314033656746+0j),(3.2069369546830027+0j)
49,(7+0j),(-6.058117208808824+0j),(-6.229797585082761+0j),(-7.963122488023295+0j),(0.6681435827960293+0j),(1.6411011284034387+0j)
50,(3+0j),(2.5217397855078563+0j),(8.025211611678959+0j),(-2.505190852124342+0j),(3.556632123594551+0j),(3.3248810793714383+0j)
51,(1+0j),(-7.901461561255034+0j),(3.871654196433205+0j),(4.059987180283015+0j),(-1.0456456105344023+0j),(5.786280300889877+0j)
52,(6+0j),(-1.544282158261089+0j),(5.913002006402604+0j),(1.3302714410556167+0j),(-8.653031498980178+0j),(-6.832106937825167+0j)
53,0j,(9.665366850269095+0j),(-3.2556946247293728+0j),(2.908834169506272+0j),(2.7963119703069133+0j),(6.650669717790089+0j)
54,(6+0j),(-1.1795710305118368+0j),(7.751592871564312+0j),(0.7901157729418001+0j),(-6.062325622621921+0j),(-4.634989786015409+0j)
55,(3+0j),(-0.6066010202695494+0j),(-0.8987199347547181+0j),(5.913290046570242+0j),(11.196600181713857+0j),(-2.0306985834116515+0j)
56,(6+0j),(11.335349413271825+0j),(10.998810573867972+0j),(-2.659450562730869+0j),(-7.306175962770012+0j),(-6.450911171918255+0j)
57,(8+0j),(-2.920805707201623+0j),(7.872029833815725+0j),(-3.264100384899008+0j),(4.248444427478957+0j),(2.367651309169628+0j)
58,(4+0j),(-0.8855801948062587+0j),(4.770080435291845+0j),(-7.514145602080597+0j),(-3.7912221145166067+0j),(-0.46177577831837957+0j)
59,(5+0j),(8.493053646815637+0j),(-7.144143830391961+0j),(2.295500357282368+0j),(4.828190767903363+0j),(4.942350007489076+0j)
60,(1+0j),(-7.640920370034252+0j),(1.5070235643296888+0j),(3.290625000453033+0j),(-2.5455080640445322+0j),(6.542722305799464+0j)
61,(4+0j),(-3.567919000700174+0j),(-7.077503940947291+0j),(0.05700042177716258+0j),(0.26451775692435364+0j),(-3.54962015826529+0j)
62,(2+0j),(4.166360230668063+0j),(5.5482388713152035+0j),(-0.9510757514195274+0j),(-3.344346810507775+0j),(0.783672232017383+0j)
63,(9+0j),(-4.147840265201928+0j),(-4.716457281642154+0j),(0.21602171608675508+0j),(-1.2331340760057843+0j),(-0.8012359154615576+0j)
64,0j,(9.58363061030687+0j),(-0.6528932814931828+0j),(-0.715698451903219+0j),(2.357680386311478+0j),(5.8252112286795406+0j)
65,0j,(14.58801519059318+0j),(11.757925650692853+0j),(-5.601681007203717+0j),(2.563252706343542+0j),(3.6007102525811776+0j)
66,(4+0j),(-6.204426256483361+0j),(-2.662369976456363+0j),(-0.9932106755669169+0j),(-0.8951524001485859+0j),(-2.135820231781067+0j)
67,0j,(18.003051069788714+0j),(8.595117782639386+0j),(-5.229250705217772+0j),(-5.006986495853303+0j),(4.827246381719977+0j)
68,(1+0j),(-8.00053330550841+0j),(1.8831814065428079+0j),(3.074465589946106+0j),(-2.3845106903496553+0j),(6.420452917599811+0j)
69,(1+0j),(-6.928026070372112+0j),(5.243052070326862+0j),(4.363344649131105+0j),(-0.03872979774640915+0j),(5.344739753369983+0j)
70,(7+0j),(-1.7947966269339928+0j),(-18.751696033334635+0j),(-7.0902783798052+0j),(1.774305098976897+0j),(0.7726915174015957+0j)
71,(5+0j),(-2.9352852127687483+0j),(5.945525014043448+0j),(-3.252223049409714+0j),(3.294261053271088+0j),(1.917806961683034+0j)
72,(4+0j),(-2.417594677378813+0j),(-2.6574986217118406+0j),(-7.320528238253833+0j),(0.7664445951441743+0j),(-5.662956167813045+0j)
73,(2+0j),(2.6879860337256947+0j),(0.5725805929428721+0j),(11.48276903154552+0j),(-3.0907243623345293+0j),(0.1354629890237242+0j)
74,(1+0j),(-8.368834882237662+0j),(0.7621333562610345+0j),(1.9584022120675681+0j),(-1.6000557972004918+0j),(6.163157141229922+0j)
75,0j,(21.1327089583128+0j),(-8.562008557633703+0j),(-0.8137276955623282+0j),(6.096157521004985+0j),(15.385410749256597+0j)
76,(2+0j),(1.4785706935055154+0j),(6.196651252714707+0j),(-3.6322224823434004+0j),(-2.7562831269540364+0j),(2.3252660034296673+0j)
77,(7+0j),(-6.2432034145304325+0j),(-0.3199062581177082+0j),(-0.862347512779612+0j),(1.4190972287466856+0j),(3.9972472036476754+0j)
78,(1+0j),(-7.222951048603046+0j),(2.2573303298168192+0j),(2.8060477643460375+0j),(-1.9797698042169722+0j),(3.3952767843933005+0j)
79,(7+0j),(-5.212397062310008+0j),(1.1957721576929177+0j),(-5.9339766412561135+0j),(0.6512400011442375+0j),(1.7824379454906538+0j)
80,(1+0j),(-4.9036967835116725+0j),(-3.6787065455652+0j),(2.0867465482933523+0j),(-1.0682273263725457+0j),(1.3254653992273784+0j)
81,0j,(22.844264015802228+0j),(1.5138406220471117+0j),(0.08816593982928299+0j),(5.1202329627591405+0j),(4.855627187768798+0j)
82,(3+0j),(1.8390210966762022+0j),(3.128334921326557+0j),(-1.69173490462614+0j),(10.39104982018323+0j),(-4.397748155721041+0j)
83,(8+0j),(-0.29011252013637945+0j),(-1.3109219788351418+0j),(-7.312227403472218+0j),(2.787413038331929+0j),(-0.42599014689807024+0j)
84,(6+0j),(-6.504901291910403+0j),(3.7114230026968307+0j),(2.0742290286918763+0j),(-8.034970288178924+0j),(1.2151773743764511+0j)
85,(1+0j),(-7.639533228441791+0j),(3.14928188556817+0j),(4.126323510738828+0j),(-0.9080370034555086+0j),(6.183443533804728+0j)
86,(1+0j),(-7.266298071009311+0j),(0.69617811752878+0j),(2.6683224397348666+0j),(-1.183117432948051+0j),(5.310295920233213+0j)
87,0j,(8.275201572883834+0j),(3.4365203403379105+0j),(-3.428377452644652+0j),(-0.04996339696493411+0j),(-9.977944981219311+0j)
88,(9+0j),(-7.433031563022544+0j),(0.6049948927836674+0j),(-1.1130726508745725+0j),(-0.33287888394598675+0j),(1.4820095804395959+0j)
89,(3+0j),(-1.8226593507999214+0j),(1.7790292118261752+0j),(-1.4591119846496081+0j),(11.92048392219491+0j),(-5.580348799770712+0j)
90,(6+0j),(-5.288212924609971+0j),(3.368937731497842+0j),(2.5516964246350917+0j),(-6.214509580286775+0j),(-0.9116472569745704+0j)
91,(6+0j),(-1.8460274477162368+0j),(5.148804992967825+0j),(3.8314592042611677+0j),(-1.632370224309374+0j),(-3.456492780803349+0j)
92,(8+0j),(3.0662940340506677+0j),(8.650047124219958+0j),(-4.669900924393063+0j),(5.441659525954176+0j),(-1.6948475239677865+0j)
93,(2+0j),(4.454479192549834+0j),(6.44062373708234+0j),(4.925318286705383+0j),(-4.048786552465382+0j),(-4.261725632555107+0j)
94,(4+0j),(2.6458965702534227+0j),(-3.846785253983272+0j),(-10.471892246300557+0j),(-3.5962194653985247+0j),(0.9263182416091882+0j)
95,(3+0j),(-2.5497975015623853+0j),(0.9066645917364092+0j),(5.69589761223057+0j),(4.845578684792911+0j),(0.877272443787313+0j)
96,(5+0j),(0.28662367480859396+0j),(3.3141691491331198+0j),(-6.422290814169731+0j),(-1.3860391024925136+0j),(2.629602483771601+0j)
97,(8+0j),(-3.5941705736478964+0j),(4.805383596205689+0j),(0.15980603406113808+0j),(2.843536922682608+0j),(-1.4370973288351636+0j)
98,(7+0j),(-0.11380364357174386+0j),(1.4484098475923417+0j),(-9.923313391758757+0j),(0.8401505483472699+0j),(0.37182116535181553+0j)
99,(2+0j),(5.893326424529835+0j),(3.8698508008948336+0j),(0.45035085364784483+0j),(-5.150474412618889+0j),(0.6244981898855964+0j)
100,(5+0j),(2.67573897229824+0j),(-2.8241104738615848+0j),(1.0357399426843574+0j),(1.0360732225494245+0j),(-8.140208675406187+0j)
101,(3+0j),(0.599297087187526+0j),(4.2588271104239+0j),(-1.3965205692189706+0j),(7.397127657424154+0j),(-4.441572567819599+0j)
102,(7+0j),(-5.89002410090963+0j),(-3.370318917541838+0j),(-5.6778916223545295+0j),(0.9299182213437779+0j),(2.8722711776702887+0j)
103,(4+0j),(-4.796051091578243+0j),(-1.5144507470856838+0j),(-4.0545785338425135+0j),(-3.1424445378877306+0j),(-1.738011230543225+0j)
104,(2+0j),(0.8124885908025453+0j),(-0.8347698404499019+0j),(10.708249397780401+0j),(2.041963940392372+0j),(2.5644315295774165+0j)
105,(3+0j),(-1.7776200812138203+0j),(3.632074993252665+0j),(3.4227346868864044+0j),(7.729255633520504+0j),(0.7191872188693664+0j)
106,(9+0j),(-7.740153509655777+0j),(-1.3544045391198125+0j),(-3.6676555584122763+0j),(0.15309610234929705+0j),(0.5328570748283128+0j)
107,(4+0j),(0.030518658203152384+0j),(1.4134218802794587+0j),(-7.413767774470974+0j),(-2.62218592920437+0j),(1.6851795002009178+0j)
108,(5+0j),(-1.6056174685036266+0j),(3.4978229992958463+0j),(-9.234659259201614+0j),(3.5106654962662063+0j),(0.02022732093301287+0j)
109,(3+0j),(6.693194046150152+0j),(-9.78889388510643+0j),(7.375725994308682+0j),(9.98760700986764+0j),(-3.2531831266378606+0j)
110,(4+0j),(-4.123699783687458+0j),(2.3158189080610088+0j),(0.8544244488226757+0j),(-0.6901263884943708+0j),(-1.4410755758471472+0j)
111,(1+0j),(-7.7799908247218905+0j),(2.824848904436407+0j),(4.537076991890776+0j),(-0.8782244375606035+0j),(6.385410443919852+0j)
112,(8+0j),(-1.8308984788974596+0j),(-4.885480634153118+0j),(4.486376336834762+0j),(1.0363542891918687+0j),(-0.24319928739652633+0j)
113,(5+0j),(-2.865553061443715+0j),(6.80232492697887+0j),(-1.9458001948816313+0j),(2.094174962014896+0j),(4.851987099279638+0j)
114,(2+0j),(7.929786497983926+0j),(6.887953805139719+0j),(3.946611502983502+0j),(-5.256395632356638+0j),(-0.830920186281692+0j)
115,(9+0j),(-5.02126612275398+0j),(2.5678793703510396+0j),(-5.658904336464472+0j),(-2.149477141386653+0j),(-2.9219925725776745+0j)
116,(6+0j),(11.191476167743062+0j),(3.2202508527692015+0j),(-3.736081174639318+0j),(-13.705951685403983+0j),(-0.9920155172732006+0j)
117,(8+0j),(-3.3489172423413645+0j),(4.022585490988827+0j),(-1.341848999357331+0j),(2.4763463172794857+0j),(-3.6566673186944487+0j)
118,(7+0j),(-4.8641432671855025+0j),(-9.514012333337886+0j),(-6.432437365087225+0j),(3.1789295077452784+0j),(-1.7187736781957097+0j)
119,(7+0j),(0.578746903325465+0j),(-2.1247530756854087+0j),(-11.14807144633915+0j),(2.9037694887197656+0j),(2.637596190281916+0j)
120,(9+0j),(-4.041712246962178+0j),(-4.248427466990877+0j),(-6.641229429318277+0j),(-1.3702981086534685+0j),(-6.247222656841014+0j)
121,(7+0j),(-7.555934031091309+0j),(1.3024950544689495+0j),(-0.5374906465093389+0j),(1.0627737784167588+0j),(4.652719354281941+0j)
122,0j,(10.558855546598096+0j),(9.739857147133232+0j),(-4.394791891764263+0j),(1.9988373505545671+0j),(8.414423386166574+0j)
123,(1+0j),(-7.926000190290852+0j),(2.9472994972413216+0j),(4.130262912185949+0j),(-1.6749753175150022+0j),(6.5346759420397476+0j)
124,(1+0j),(-8.111861624571132+0j),(2.963911127228674+0j),(3.9171105576822485+0j),(-0.41832262832115014+0j),(4.106526943190455+0j)
125,(1+0j),(-7.789765736917438+0j),(3.4121131146184034+0j),(4.581132694160006+0j),(-2.207828317415254+0j),(6.027238547611403+0j)
126,(9+0j),(-5.9756076816334085+0j),(-1.5622167208148274+0j),(-6.6527002110048+0j),(-0.19159068798250778+0j),(-1.2311500403426918+0j)
127,(2+0j),(8.917644908066483+0j),(-1.2794619664728175+0j),(13.366852875148858+0j),(-7.720507968646073+0j),(-0.3374592821281437+0j)
128,(1+0j),(-7.987661123928058+0j),(1.4497046213741003+0j),(2.5202784188368024+0j),(-1.781407554281675+0j),(4.668120990026304+0j)
129,(3+0j),(-5.052319286805953+0j),(1.463573067467283+0j),(4.556221498850376+0j),(2.5531029364808795+0j),(1.4646254777563286+0j)
130,(5+0j),(4.996929266252313+0j),(3.348314463555626+0j),(1.8651519806693857+0j),(7.488445051702242+0j),(-0.6571219057426886+0j)
131,(6+0j),(6.358886034413637+0j),(7.536759428031416+0j),(-0.3316362213555175+0j),(-11.481031104554704+0j),(-9.469571613418465+0j)
132,(6+0j),(1.0662358620807328+0j),(-1.4785398811728914+0j),(5.527439109911224+0j),(-5.016444774750559+0j),(-3.6925714700782652+0j)
133,(1+0j),(-7.450189557714748+0j),(2.7015195477374587+0j),(3.462683756784104+0j),(-0.4398118384155387+0j),(6.798801716256719+0j)
134,0j,(7.502986516086517+0j),(7.728631512611773+0j),(-2.3626971772272136+0j),(3.125636283107137+0j),(-3.518121471554751+0j)
135,(6+0j),(1.9462228741316365+0j),(7.066680525684798+0j),(0.9869674512697243+0j),(-9.963917628239711+0j),(-5.608716629301337+0j)
136,(5+0j),(-5.502030868970124+0j),(3.9238092665770004+0j),(-2.0582560657963054+0j),(3.9570915933685193+0j),(1.7588868057146758+0j)
137,(3+0j),(2.805374233737947+0j),(7.5165368477103085+0j),(5.639385648120228+0j),(2.340713934651376+0j),(-0.047004877283547755+0j)
138,(3+0j),(6.104933903294993+0j),(-5.320871543866363+0j),(12.276654663231776+0j),(11.273737005809105+0j),(-1.7839851202677348+0j)
139,(7+0j),(-5.556931951253069+0j),(-4.829079855083383+0j),(-6.987413856932879+0j),(-0.4687192286481642+0j),(2.3644973215940253+0j)
140,(3+0j),(13.651513724497866+0j),(5.9398474625384035+0j),(4.803241068701596+0j),(11.101560566537994+0j),(-0.9569120302513172+0j)
141,0j,(14.052132068321493+0j),(3.1285512892654515+0j),(-0.38176315199073474+0j),(2.450915597661373+0j),(1.5196327947579122+0j)
142,(7+0j),(-3.6707435296237807+0j),(-1.3807475023067044+0j),(-6.114528649023879+0j),(-0.16892190199253307+0j),(4.3475511758009775+0j)
143,(3+0j),(-0.6652614463642152+0j),(-9.399271266570524+0j),(9.231986569025569+0j),(7.141952542112638+0j),(0.056222135321578146+0j)
144,(2+0j),(0.7366555691000444+0j),(-1.3843392580426033+0j),(1.4196076642733546+0j),(-7.298413047215598+0j),(3.0053900740044286+0j)
145,(2+0j),(10.209432374838432+0j),(7.331208223892948+0j),(6.8241764711534385+0j),(-6.629906083497763+0j),(-2.168726400444911+0j)
146,(3+0j),(-4.758126635492331+0j),(-2.821903705902719+0j),(3.7160553708538453+0j),(3.172810596312746+0j),(-0.05198326057697812+0j)
147,0j,(7.208453369863371+0j),(7.75289171233065+0j),(-1.1369534370532834+0j),(5.4423149278881935+0j),(0.7693417161518628+0j)
148,(5+0j),(-2.843331353465074+0j),(4.262247486538849+0j),(-5.173135195694145+0j),(3.256143104684238+0j),(-0.6540760998920441+0j)
149,(3+0j),(-2.81718290782347+0j),(-0.8898208219041768+0j),(5.211768876834988+0j),(7.753756108422156+0j),(-2.062093183666434+0j)
150,(5+0j),(-2.9039917144914167+0j),(5.853401829572277+0j),(0.6544525849057551+0j),(0.8914295522764303+0j),(-2.252949238470052+0j)
151,(5+0j),(-3.3320178392518125+0j),(7.512572412520885+0j),(-2.619764855012945+0j),(2.773857395588222+0j),(5.880120353981221+0j)
152,0j,(10.161139626071762+0j),(-10.119657627746799+0j),(-0.8010890284376136+0j),(-7.577083141658027+0j),(8.413053942087455+0j)
153,0j,(-0.7490517319697026+0j),(2.1480680937444045+0j),(-1.9503447881971498+0j),(0.6364682834721682+0j),(-3.3837001203178003+0j)
154,(7+0j),(-1.0776299480588845+0j),(4.284127972276906+0j),(-0.5781940644102301+0j),(1.9440955454944437+0j),(3.5307537325440324+0j)
155,0j,(21.536031691753283+0j),(8.162322187697752+0j),(-9.6087909093836+0j),(5.654683019446944+0j),(7.591617013439978+0j)
156,(8+0j),(1.7780778692486054+0j),(-2.2285533555081467+0j),(3.1892941375341555+0j),(-2.0864398305371497+0j),(0.03179583165009579+0j)
157,(9+0j),(-5.528370614147851+0j),(-5.5999545686331205+0j),(-6.2664952712195445+0j),(-0.03138324686960568+0j),(-5.2026431636061625+0j)
158,(4+0j),(10.171821931004898+0j),(-10.127122645201885+0j),(-5.109381208400612+0j),(-4.620714153620697+0j),(-3.073813964503106+0j)
159,(8+0j),(-3.682808440395778+0j),(1.3387224678593423+0j),(0.7931955188333001+0j),(4.926020055788747+0j),(-5.313776522773131+0j)
160,(4+0j),(20.24899590899768+0j),(-10.337445758938602+0j),(0.7266326652363128+0j),(-7.691789118568083+0j),(9.350937996691872+0j)
161,(7+0j),(-5.261781311290388+0j),(-7.932679355730527+0j),(1.3341444354888237+0j),(1.5888448959780554+0j),(-0.9443580595208556+0j)
162,(2+0j),(7.706399227275549+0j),(5.641434125759038+0j),(3.7293107408774815+0j),(-12.238235568603093+0j),(0.37442275336520503+0j)
163,0j,(15.388339378886743+0j),(0.21673437557733827+0j),(-6.321697858143022+0j),(3.4681398044151965+0j),(12.606326972594987+0j)
164,(4+0j),(1.173646083407967+0j),(0.8815853590554364+0j),(-4.444328917322306+0j),(-2.1130208948208407+0j),(-4.614335091071139+0j)
165,(6+0j),(-4.0455094050607645+0j),(3.802288546773352+0j),(2.521847760522261+0j),(-8.133548791150167+0j),(-4.797648525777394+0j)
166,(2+0j),(-2.4383967527188+0j),(3.951508781916517+0j),(2.263790911129004+0j),(-4.78245116233114+0j),(-0.000856366274166979+0j)
167,(6+0j),(1.3531719158042166+0j),(2.861706132931282+0j),(0.49651917220581643+0j),(-8.024496913361043+0j),(-6.280977012551947+0j)
168,(1+0j),(-7.462742502173525+0j),(2.4847388487119195+0j),(4.016346605588819+0j),(-1.8510945261015541+0j),(6.601709772036867+0j)
169,0j,(4.403245435905725+0j),(0.3977575409651502+0j),(0.5767746016878049+0j),(0.9640950475140309+0j),(-0.7068308151378809+0j)
170,(1+0j),(-7.72105480879597+0j),(1.6041157890741864+0j),(2.753254835892588+0j),(-1.8050574604745748+0j),(3.9122942307547426+0j)
171,(2+0j),(1.748320740124718+0j),(7.818817637996005+0j),(0.9534060946774355+0j),(-6.083965575225482+0j),(-2.9122829097687326+0j)
172,0j,(22.705595039895215+0j),(1.315728212919592+0j),(-8.394552170826186+0j),(3.885350797052587+0j),(9.18215632841039+0j)
173,(3+0j),(5.031538009796081+0j),(1.793235148127301+0j),(7.253953666524162+0j),(-0.8243696742142602+0j),(-2.218749340867372+0j)
174,(6+0j),(3.654085166484042+0j),(5.0130493201979345+0j),(0.3868123947097148+0j),(-6.709593225619097+0j),(-4.628304546251392+0j)
175,(3+0j),(-1.4561724295820297+0j),(2.271506326361961+0j),(4.64808602813929+0j),(-1.857073006643888+0j),(-0.759230106584518+0j)
176,0j,(14.485958972522345+0j),(9.6707121736457+0j),(-8.248879189622114+0j),(1.2246076052435375+0j),(-1.2982477453944277+0j)
177,(2+0j),(0.15817395646727608+0j),(0.34474443330517895+0j),(11.563048618657348+0j),(-1.081151080470255+0j),(-0.012802423317109582+0j)
178,(5+0j),(0.3805845433641003+0j),(-0.15004010229959325+0j),(0.2701180329426371+0j),(5.479973290052246+0j),(-4.915136560013333+0j)
179,(7+0j),(1.5898659235314732+0j),(-5.706427003800181+0j),(-11.122294258485118+0j),(2.159036581614292+0j),(3.5954970050242947+0j)
180,(9+0j),(-2.0947268705388096+0j),(-4.57520048233034+0j),(-5.985793846505497+0j),(-1.0804684636673023+0j),(-4.1969821384336+0j)
181,(5+0j),(1.2008174323604819+0j),(7.037704743082451+0j),(-4.3416727043351235+0j),(3.399545302660483+0j),(2.2076014907016095+0j)
182,(8+0j),(-5.3928492717321665+0j),(1.281039226878847+0j),(1.6462451420939006+0j),(0.7267859899538133+0j),(0.11788533030499986+0j)
183,(6+0j),(17.943010427791798+0j),(-6.0292800841108685+0j),(7.792575014108619+0j),(-17.073780902172423+0j),(-0.5276886142271113+0j)
184,(4+0j),(0.744126859054471+0j),(0.4529887370879219+0j),(-4.505330224865914+0j),(0.5148600526349528+0j),(-2.1766071853985163+0j)
185,(8+0j),(-5.172395299427319+0j),(4.700296211215938+0j),(2.1417980065619333+0j),(0.6584784764696425+0j),(2.558506015413052+0j)
186,(5+0j),(-4.684391923304022+0j),(2.9375872105628704+0j),(0.17613690153846237+0j),(-2.2974489873965007+0j),(3.9557377494027337+0j)
187,(3+0j),(-1.7058935675181555+0j),(-0.1237000025929415+0j),(7.473816263016848+0j),(4.309949945818765+0j),(-3.6226002453445516+0j)
188,(3+0j),(0.36959190171941925+0j),(7.296231235134824+0j),(1.860941503020919+0j),(4.640800040410263+0j),(-1.0161990651041641+0j)
189,(7+0j),(-7.392882702596488+0j),(-2.317572048380157+0j),(-5.185175723660582+0j),(-0.1811799411483882+0j),(4.2809534162266765+0j)
