,0,1,class
196,2.029988810026432,1.695707662141034,0
197,1.436450543577166,1.7190304091243653,0
198,2.1157402599819894,2.7591024377999274,0
199,5.1255549648976455,5.403653753790271,1
200,1.2681837243065044,1.2800558508057223,0
201,4.721403544646516,5.603194142322272,1
202,0.8947034389897482,1.4183361515906543,0
203,5.423930701435153,6.3174483251710605,1
204,5.459963737654766,6.078939639444715,1
205,5.009030266585597,6.771232444338327,1
206,0.23665687331596452,2.4820064568828255,0
207,1.2780166696951083,1.5408942006190862,0
208,4.973630751455972,6.598429951386072,1
209,0.8024291847433465,2.6543607365324036,0
210,4.4967031158160795,5.53695471144259,1
211,1.1240357586480019,2.9965583258351236,0
212,0.8580407325892598,1.3036973068394078,0
213,1.7852384363840375,1.6159706182340672,0
214,1.2422679588597658,1.4954607235115724,0
215,5.108747476551969,5.411129101890376,1
216,5.252093117697576,5.669349379225986,1
217,4.559121524028959,5.853810108697635,1
218,4.733844062422398,4.971641853606037,1
219,1.01744421516131,1.7988721368318084,0
220,1.0652313561619347,1.726250823822742,0
221,0.7288197806507197,1.5414756836358015,0
222,3.360358061671697,5.667173756965448,1
223,4.986845313738702,5.276024545882417,1
224,5.472662067788296,5.687433032624969,1
225,6.310118655805421,5.83928731100928,1
226,1.216710349780053,1.0354456754347239,0
227,0.1630230006197101,0.7788966338518115,0
228,0.2602288034712562,2.1721083648894797,0
229,5.45110035179967,6.164291024584126,1
230,0.9451590583965339,2.321730558095296,0
231,5.04616729404958,5.364448607893064,1
232,4.91930095103341,6.175936069656332,1
233,1.5068157977153742,2.9091218553821396,0
234,1.9255494842728398,1.9203187899137488,0
235,5.16234727875928,5.869242009628243,1
236,4.478029524667646,6.73379512520382,1
237,1.3376818516354285,2.0120215653298685,0
238,4.705405193713519,4.031756459884499,1
239,1.9318938526583538,1.540685687666489,0
240,0.5273243286368456,1.4611986638025354,0
241,0.6095388992228061,2.1343871339170626,0
242,5.362692490368617,6.728377412136072,1
243,4.12846592380439,5.734900478555289,1
244,5.0083117216459,6.415716837214472,1
245,0.791283719881243,2.060955560087799,0
246,0.3077073006012594,1.2100231857822221,0
247,0.8288466202340232,2.2102112988338836,0
248,0.7466724497250925,2.4606351354199867,0
249,1.4110683682497527,2.0675850831475717,0
250,1.4396577987726875,2.5613183351891298,0
251,0.7880645001596871,1.5911351588464249,0
252,4.585762747411756,5.74234931917966,1
253,1.836579957382494,1.5465356279974394,0
254,4.715703469179953,6.6689584997067195,1
255,1.0031068641262113,1.6899077784623406,0
256,2.1151903798501897,2.383654130211118,0
257,2.2210038031839066,1.2046614691164659,0
258,1.6006863466892591,1.7057633373292813,0
259,4.410600254781064,6.553401628695502,1
260,-0.016266494847618773,1.8120101289077082,0
261,1.206619636896862,1.7199894036305667,0
262,4.849852951100272,6.051782354107616,1
263,0.9344565596180769,2.746894113517459,0
264,1.0527933273427532,2.94965013606837,0
265,0.11956244137405903,2.6816640691080917,0
266,4.948993617734447,5.687669927852711,1
267,5.1698339146768,6.3928346773342675,1
268,4.852794468951005,5.933245062271864,1
269,5.04121013370548,6.903415552620652,1
270,0.4722592739890168,1.4957618661952572,0
271,0.31561745551659803,2.2262093096840214,0
272,5.136061282162202,5.66666979458477,1
273,4.136173466655052,5.392762081869124,1
274,6.030860458980426,5.989043370703172,1
275,0.49591684600677166,1.9797460583244386,0
276,5.3105808135925825,4.82405492181249,1
277,4.857520772848604,6.010249377951371,1
278,5.787140393672564,5.700205754498915,1
279,0.10814607733925985,1.7874379628939772,0
280,1.3438190842981521,1.4427817172824362,0
281,5.603404273546862,5.488616382096416,1
282,5.290718060038798,6.200113295800379,1
283,0.44546753629885916,2.06231566320292,0
284,0.8121947527629907,2.3617314388313764,0
285,0.5112472465948881,1.2597378934411143,0
286,0.8839176611569627,1.7792038980756117,0
287,5.587624859952649,5.110711227598468,1
288,4.674247308401359,5.7298284430539566,1
289,4.509456606417601,6.315939587647158,1
290,4.4658442910866185,6.013899842993649,1
291,4.631304130161161,6.928768848572982,1
292,5.820239907308048,5.7063389789388435,1
293,1.0270797259864477,2.2619080823667255,0
294,2.2652251949207116,2.1598410388855775,0
295,5.1737789306737785,6.460415203334375,1
296,4.9396000426254485,6.544515054980072,1
297,4.330241474439317,5.234948741522523,1
298,1.0759435675873963,2.092627948299358,0
299,4.420051572311938,6.2454569926266466,1
300,0.29537735498831363,1.6856771356888145,0
301,5.163250390803978,6.657669660178795,1
302,0.6853618149598923,2.177733372574336,0
303,0.7062146633268132,1.8856606963118747,0
304,0.6428533525953801,2.0050030052148107,0
305,4.324245668173791,6.973526090672049,1
306,0.681384199690213,1.628791819316839,0
307,4.886948483742126,6.551585051590813,1
308,4.293898985653852,6.820140491562677,1
309,5.756400974046577,6.354352547652885,1
310,4.339309772232365,5.536196978868387,1
311,1.3359108472272936,1.3235071091436295,0
312,0.4691044949415961,2.16080366807269,0
313,1.1236716479875914,2.0053127524771432,0
314,1.7354292570469014,2.0683668166195672,0
315,5.290618796716132,5.87417182579128,1
316,1.6038771314325229,2.5244608138791773,0
317,5.012663685234056,6.800373579395911,1
318,5.153257847992139,6.081523307260215,1
319,1.1798969923707499,2.627780545762649,0
320,1.0036409420886792,2.608229928329928,0
321,0.6794067739738721,2.1366724602489464,0
322,5.154250779476671,5.690186410158306,1
323,5.179025798399424,6.6506131669135025,1
324,4.8868093045046965,6.955310821741623,1
325,0.07302721205686336,1.9420158313657052,0
326,1.0935457609013424,1.7835103999445079,0
327,1.8397348484723777,2.1347837819272644,0
328,5.2219148631271635,5.581437018980278,1
329,5.33787402544016,6.869844478154741,1
330,1.0897181228609125,2.4168418491788954,0
331,0.5007996563426926,1.389990735681822,0
332,5.15568427033873,5.7193299201223216,1
333,4.689885678273901,6.771418609488089,1
334,1.6178419006070148,1.5977449107183028,0
335,1.075402075211484,1.8340232836189156,0
336,5.393397811181804,5.418337592553595,1
337,1.2521757791344896,1.7917171483935812,0
338,0.6708146769462078,2.128364086524605,0
339,4.752106080387347,6.17564948051449,1
340,3.8869607064772005,6.132705988773847,1
341,4.975473855316208,6.187832207355947,1
342,1.0608848840517011,2.38258646103991,0
343,0.5020515254095468,2.121087876751228,0
344,1.3758700681963412,0.1418309540004894,0
345,4.430683593747157,6.332345683997827,1
346,4.580966148287833,6.403552952288531,1
347,1.2342854748680399,2.3561771385783277,0
348,1.6488688938375935,1.1285209538304906,0
349,1.1558780223129326,1.4349425177744974,0
350,5.795173414400582,5.211371344135943,1
351,0.8179478333716693,1.8604403976370683,0
352,5.370266665170712,5.372488892416673,1
353,4.311576805918822,5.347689859585588,1
354,0.3796383167589005,2.5582466193899602,0
355,1.0066245731872918,1.991932559068735,0
356,1.5992513402086224,1.9892299772046727,0
357,4.235697615410349,6.881472437515816,1
358,1.4558613355350183,1.6386913056185552,0
359,4.478794519012888,6.297596154823436,1
360,0.8568499100443328,0.918306132974777,0
361,-0.0884529176528237,1.7832299343491549,0
362,4.940126385465712,5.910724968100413,1
363,1.3461589650747938,2.169868360712194,0
364,1.5633720866851704,2.9652544241207535,0
365,4.752574664241388,6.6420016362858245,1
366,0.6014844682866043,2.6571571928356232,0
367,0.6218241171590522,1.6220423967904234,0
368,1.4046170169191632,1.4915710667048994,0
369,6.186773523882694,6.153766100630737,1
370,0.7877314666862346,2.0944932234691205,0
371,0.6648767221999969,2.1236030374445924,0
372,1.1019709180459503,1.8924354443746048,0
373,1.059083606454661,2.5687686884022933,0
374,5.025779115616291,6.549377112987162,1
375,6.052857681311116,5.0868831841839075,1
376,5.187929821580405,6.302911512074075,1
377,5.30620724699905,6.204046522694685,1
378,1.2126384113335777,2.16833221159731,0
379,0.9588975334274353,1.9244829780668107,0
380,5.094592809219704,5.633375150953164,1
381,5.268187258475359,5.7083147293703815,1
382,5.4269825671812795,6.66566967353854,1
383,4.5228698099635825,5.612585971578051,1
384,0.7161955733327577,1.889836302118551,0
385,1.5591529209071746,2.55369718464563,0
386,2.15783375648107,1.1831659431205266,0
387,0.363031741038613,1.174654788695872,0
388,5.551156299693696,6.278702162954304,1
389,5.133376061401356,5.580948874521138,1
390,1.1952740465118303,2.039435236266228,0
391,1.3080166520104444,2.5541558145751138,0
392,0.45252170433559313,2.7786323260212815,0
393,0.9220307533100076,1.4757607209228207,0
394,5.911784142381077,5.584618027777965,1
395,5.923982239428155,5.634318217439887,1
396,4.241917234951075,5.618173318403612,1
397,1.911567911654322,0.8139234030944216,0
398,3.8060407677363184,6.672387979658532,1
399,5.198915097770096,6.475137922105095,1
